Identificador do processo de viagem,Meio de transporte,País - Origem ida,UF - Origem ida,Cidade - Origem ida,País - Destino ida,UF - Destino ida,Cidade - Destino ida,País - Origem volta,UF - Origem volta,Cidade - Origem volta,Pais - Destino volta,UF - Destino volta,Cidade - Destino volta,Valor da passagem,Taxa de serviço
13532015,Aéreo,Brasil,Bahia,Salvador,Brasil,Pernambuco,Recife,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,315,0
13532018,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Sergipe,Aracaju,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,414,0
13532020,Aéreo,Brasil,São Paulo,São Paulo,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,426,0
13532022,Aéreo,Brasil,Maranhão,São Luís,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,281,0
13532023,Aéreo,Brasil,Amazonas,Manaus,Brasil,Amazonas,Lábrea,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,720,0
13532027,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Santa Catarina,Florianópolis,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,832,0
13532028,Aéreo,Brasil,Pernambuco,Fernando de Noronha,Brasil,Pernambuco,Recife,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,241,0
13532029,Aéreo,Brasil,Pará,Belém,Brasil,Mato Grosso do Sul,Campo Grande,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,826,0
13532031,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Mato Grosso,Cuiabá,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,492,0
13532033,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,434,0
13532035,Aéreo,Brasil,São Paulo,São Paulo,Brasil,Minas Gerais,Belo Horizonte,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,464,0
13532039,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Bahia,Salvador,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,246,0
13532046,Aéreo,Brasil,Rio Grande do Norte,Natal,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,421,0
13532050,Aéreo,Brasil,São Paulo,Ribeirão Preto,Brasil,Mato Grosso do Sul,Dourados,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,662,0
13532051,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Mato Grosso,Cuiabá,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,550,0
13532054,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,774,0
13532055,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,426,0
13532057,Aéreo,Brasil,Maranhão,São Luís,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,699,0
13532060,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Bahia,Salvador,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,323,0
13532063,Aéreo,Brasil,São Paulo,São Paulo,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,414,0
13532063,Aéreo,Brasil,São Paulo,São Paulo,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,414,0
13532068,Aéreo,Brasil,São Paulo,São Paulo,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,426,0
13532070,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Mato Grosso do Sul,Campo Grande,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,802,0
13532079,Aéreo,Brasil,Rio de Janeiro,Rio de Janeiro,Brasil,Ceará,Fortaleza,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,401,0
13532081,Aéreo,Brasil,Ceará,Fortaleza,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,560,0
13532082,Aéreo,Brasil,Amazonas,Manaus,Brasil,Ceará,Fortaleza,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,997,0
13532086,Aéreo,Brasil,Paraná,Curitiba,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,507,0
13532092,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Acre,Rio Branco,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,501,0
13532096,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Goiás,Goiânia,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,308,0
13532097,Aéreo,Brasil,Minas Gerais,Belo Horizonte,Brasil,São Paulo,São José do Rio Preto,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,496,0
13532098,Aéreo,Brasil,Rio Grande do Sul,Porto Alegre,Brasil,Sergipe,Aracaju,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1446,0
13532100,Aéreo,Brasil,Amazonas,Manaus,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,778,0
13532103,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,381,0
13532104,Aéreo,Brasil,Paraná,Curitiba,Brasil,Paraná,Foz do Iguaçu,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1113,0
13532108,Aéreo,Brasil,São Paulo,São Paulo,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,495,0
13532111,Aéreo,Brasil,Amazonas,Manaus,Brasil,Acre,Rio Branco,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1035,0
13532112,Aéreo,Brasil,Acre,Rio Branco,Brasil,Amazonas,Manaus,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1011,0
13532116,Aéreo,Brasil,Mato Grosso do Sul,Campo Grande,Brasil,Paraíba,João Pessoa,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,595,0
13532119,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Amapá,Macapá,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,278,0
13532120,Aéreo,Brasil,Minas Gerais,Belo Horizonte,Brasil,Minas Gerais,Uberlândia,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,289,0
13532123,Aéreo,Brasil,Pernambuco,Petrolina,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,666,0
13532130,Aéreo,Brasil,Alagoas,Maceió,Brasil,Rio Grande do Norte,Natal,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,614,0
13532131,Aéreo,Brasil,Amazonas,Manaus,Brasil,Amazonas,Lábrea,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,529,0
13532132,Aéreo,Brasil,Paraíba,João Pessoa,Brasil,Goiás,Goiânia,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,437,0
13532134,Aéreo,Brasil,Amazonas,Manaus,Brasil,Sergipe,Aracaju,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,985,0
13532136,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,936,0
13532139,Aéreo,Brasil,Rondônia,Ji-Paraná,Brasil,Rio Grande do Sul,Porto Alegre,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,689,0
13532147,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Bahia,Salvador,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,507,0
13532149,Aéreo,Brasil,São Paulo,São Paulo,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,440,0
13532155,Aéreo,Brasil,Mato Grosso do Sul,Campo Grande,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,426,0
13532158,Aéreo,Brasil,Rio de Janeiro,Rio de Janeiro,Brasil,Minas Gerais,Belo Horizonte,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,204,0
13532159,Aéreo,Brasil,Sergipe,Aracaju,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1039,0
13532161,Aéreo,Brasil,Pernambuco,Recife,Brasil,Pará,Belém,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,973,0
13532162,Aéreo,Brasil,São Paulo,São Paulo,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,647,0
13532164,Aéreo,Brasil,Ceará,Fortaleza,Brasil,Espírito Santo,Vitória,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,597,0
13532179,Aéreo,Brasil,Rio Grande do Norte,Natal,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1010,0
13532184,Aéreo,Brasil,Paraíba,João Pessoa,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,834,0
13532185,Aéreo,Brasil,Rio Grande do Norte,Natal,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,555,0
13532194,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,298,0
13532197,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Alagoas,Maceió,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,835,0
13532199,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Paraná,Curitiba,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,388,0
13532200,Aéreo,Brasil,Rio Grande do Sul,Porto Alegre,Brasil,São Paulo,Campinas,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,349,0
13532201,Aéreo,Brasil,Rio de Janeiro,Rio de Janeiro,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,566,0
13532203,Aéreo,Brasil,Mato Grosso do Sul,Campo Grande,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,526,0
13532205,Aéreo,Brasil,Rio de Janeiro,Rio de Janeiro,Brasil,Santa Catarina,Florianópolis,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,220,0
13532208,Aéreo,Brasil,Rio de Janeiro,Rio de Janeiro,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,566,0
13532212,Aéreo,Brasil,Pará,Belém,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,304,0
13532214,Aéreo,Brasil,Mato Grosso do Sul,Campo Grande,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,525,0
13532220,Aéreo,Brasil,Ceará,Fortaleza,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,689,0
13532224,Aéreo,Brasil,Distrito Federal,Brasília,Portugal,,Porto,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,2475,4
13532227,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,635,0
13532228,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Bahia,Salvador,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1293,0
13532233,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,934,0
13532236,Aéreo,Brasil,Ceará,Juazeiro do Norte,Brasil,Ceará,Fortaleza,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,249,0
13532237,Aéreo,Brasil,Distrito Federal,Brasília,Portugal,,Porto,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,2475,4
13532238,Aéreo,Brasil,São Paulo,São Paulo,Brasil,Ceará,Fortaleza,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,687,0
13532244,Aéreo,Brasil,Piauí,Teresina,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,478,0
13532245,Aéreo,Brasil,Rio de Janeiro,Rio de Janeiro,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,965,0
13532249,Aéreo,Brasil,Rio de Janeiro,Rio de Janeiro,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,566,0
13532253,Aéreo,Brasil,Rio de Janeiro,Rio de Janeiro,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,368,0
13532262,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Alagoas,Maceió,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,835,0
13532263,Aéreo,Brasil,Rio de Janeiro,Rio de Janeiro,Brasil,Amapá,Macapá,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,814,0
13532265,Aéreo,Brasil,São Paulo,São Paulo,Brasil,Paraná,Londrina,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,221,0
13532267,Aéreo,Brasil,São Paulo,São Paulo,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,774,0
13532270,Aéreo,Brasil,Pará,Belém,Brasil,Pará,Marabá,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,402,0
13532271,Aéreo,Brasil,Rio de Janeiro,Rio de Janeiro,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,304,40
13532279,Aéreo,Brasil,São Paulo,São Paulo,Brasil,Sergipe,Aracaju,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,303,0
13532286,Aéreo,Brasil,Rio de Janeiro,Rio de Janeiro,Brasil,Amazonas,Manaus,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1165,0
13532291,Aéreo,Brasil,São Paulo,Campinas,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,143,0
13532300,Aéreo,Brasil,Amazonas,Manaus,Brasil,São Paulo,Campinas,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1126,0
13532303,Aéreo,Brasil,Rio de Janeiro,Rio de Janeiro,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,556,0
13532306,Aéreo,Brasil,Santa Catarina,Florianópolis,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,511,0
13532307,Aéreo,Brasil,São Paulo,São Paulo,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1469,0
13532308,Aéreo,Brasil,Sergipe,Aracaju,Brasil,Paraná,Curitiba,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,459,0
13532313,Aéreo,Brasil,Minas Gerais,Belo Horizonte,Brasil,Paraná,Cascavel,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,653,0
13532315,Aéreo,Brasil,Minas Gerais,Belo Horizonte,Brasil,Minas Gerais,Uberlândia,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,289,0
13532317,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Amazonas,Manaus,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1376,0
13532317,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Amazonas,Manaus,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,537,0
13532320,Aéreo,Brasil,Ceará,Juazeiro do Norte,Brasil,Ceará,Fortaleza,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,185,0
13532322,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Mato Grosso,Cuiabá,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,444,0
13532323,Aéreo,Brasil,Roraima,Boa Vista,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,922,0
13532335,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Rio Grande do Sul,Porto Alegre,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1045,0
13532340,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,207,0
13532351,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1054,0
13532352,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Rio Grande do Norte,Natal,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,427,0
13532353,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Bahia,Salvador,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,507,0
13532356,Aéreo,Brasil,Pernambuco,Recife,Brasil,São Paulo,São José do Rio Preto,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,877,0
13532358,Aéreo,Brasil,Maranhão,Imperatriz,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,596,0
13532358,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Acre,Rio Branco,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1286,0
13532358,Aéreo,Brasil,Acre,Rio Branco,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1137,0
13532362,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,566,0
13532365,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Pernambuco,Recife,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1020,0
13532366,Aéreo,Brasil,Rio de Janeiro,Rio de Janeiro,Brasil,Rio Grande do Norte,Natal,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,951,0
13532373,Aéreo,Brasil,Tocantins,Palmas,Brasil,Roraima,Boa Vista,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,820,0
13532374,Aéreo,Brasil,Espírito Santo,Vitória,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,379,0
13532375,Aéreo,Brasil,Rio Grande do Sul,Porto Alegre,Brasil,Paraná,Cascavel,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1309,0
13532380,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Paraná,Londrina,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,290,0
13532381,Aéreo,Brasil,São Paulo,São Paulo,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,414,0
13532393,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Bahia,Salvador,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,507,0
13532398,Aéreo,Brasil,Paraíba,João Pessoa,Brasil,Piauí,Teresina,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,711,0
13532399,Aéreo,Brasil,Mato Grosso,Cuiabá,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,446,0
13532401,Aéreo,Brasil,São Paulo,Campinas,Brasil,Pernambuco,Recife,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,611,0
13532409,Aéreo,Brasil,Amapá,Macapá,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,272,0
13532414,Aéreo,Brasil,Roraima,Boa Vista,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1426,0
13532418,Aéreo,Brasil,Amazonas,Manaus,Brasil,Amapá,Macapá,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,491,0
13532423,Aéreo,Brasil,São Paulo,São Paulo,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1513,0
13532424,Aéreo,Brasil,Minas Gerais,Belo Horizonte,Brasil,Pernambuco,Recife,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,830,0
13532432,Aéreo,Brasil,Pará,Belém,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,304,0
13532435,Aéreo,Brasil,Rio Grande do Sul,Porto Alegre,Brasil,Alagoas,Maceió,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,557,0
13532437,Aéreo,Brasil,Amapá,Macapá,Brasil,Amazonas,Manaus,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,460,0
13532439,Aéreo,Brasil,Piauí,Teresina,Brasil,Maranhão,São Luís,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,547,0
13532448,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Bahia,Salvador,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,711,0
13532452,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,414,0
13532455,Aéreo,Brasil,Amazonas,Manaus,Brasil,Amapá,Macapá,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,491,0
13532463,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Pernambuco,Petrolina,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1044,0
13532466,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,473,0
13532468,Aéreo,Brasil,Amazonas,Manaus,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1657,0
13532472,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Mato Grosso do Sul,Campo Grande,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,740,0
13532483,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Pernambuco,Recife,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,962,0
13532483,Aéreo,Brasil,Pernambuco,Recife,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,851,0
13532486,Aéreo,Brasil,São Paulo,São Paulo,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1012,0
13532487,Aéreo,Brasil,Rio de Janeiro,Rio de Janeiro,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,271,0
13532489,Aéreo,Brasil,Piauí,Teresina,Brasil,Ceará,Fortaleza,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,343,0
13532492,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Espírito Santo,Vitória,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,648,0
13532493,Aéreo,Brasil,Amazonas,Manaus,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,972,0
13532498,Aéreo,Brasil,Rio de Janeiro,Rio de Janeiro,Brasil,Rondônia,Porto Velho,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1027,0
13532499,Aéreo,Brasil,Amazonas,Manaus,Brasil,Amazonas,São Gabriel da Cachoeira,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,769,0
13532508,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Mato Grosso do Sul,Campo Grande,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,740,0
13532511,Aéreo,Brasil,Pernambuco,Recife,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,734,0
