Identificador do processo de viagem,Meio de transporte,País - Origem ida,UF - Origem ida,Cidade - Origem ida,País - Destino ida,UF - Destino ida,Cidade - Destino ida,País - Origem volta,UF - Origem volta,Cidade - Origem volta,Pais - Destino volta,UF - Destino volta,Cidade - Destino volta,Valor da passagem,Taxa de serviço
13529326,Aéreo,Brasil,Distrito Federal,Brasília,Chile,,Santiago,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1721,0
13529328,Aéreo,Chile,,Santiago,Brasil,Mato Grosso do Sul,Campo Grande,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,2069,0
13529329,Aéreo,Brasil,Rondônia,Porto Velho,Chile,,Santiago,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1810,0
13529330,Aéreo,Brasil,Ceará,Fortaleza,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,482,0
13529337,Aéreo,Brasil,Paraná,Cascavel,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1258,0
13529337,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Acre,Rio Branco,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1090,0
13529337,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Paraná,Cascavel,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,654,0
13529344,Aéreo,Brasil,Minas Gerais,Belo Horizonte,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,523,0
13529346,Aéreo,Brasil,Rio de Janeiro,Rio de Janeiro,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1309,0
13529351,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Ceará,Fortaleza,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,346,0
13529352,Aéreo,Brasil,São Paulo,São Paulo,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1276,0
13529352,Aéreo,Brasil,São Paulo,São Paulo,República Democrática do Congo,,Kinshasa,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,0,0
13529357,Aéreo,Brasil,São Paulo,São Paulo,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,838,0
13529358,Aéreo,Brasil,Paraíba,João Pessoa,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1051,0
13529364,Aéreo,Brasil,Rio de Janeiro,Rio de Janeiro,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,550,0
13529368,Aéreo,Brasil,São Paulo,São Paulo,Brasil,Maranhão,São Luís,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,545,0
13529370,Aéreo,Brasil,Rondônia,Porto Velho,Brasil,Amazonas,Manaus,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,550,0
13529370,Aéreo,Brasil,Amazonas,Manaus,Brasil,Pará,Itaituba,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,461,0
13529376,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Bahia,Salvador,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,367,0
13529383,Aéreo,Brasil,Espírito Santo,Vitória,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,686,0
13529388,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Bahia,Salvador,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,367,0
13529393,Aéreo,Brasil,Minas Gerais,Belo Horizonte,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,444,0
13529396,Aéreo,Brasil,Paraíba,João Pessoa,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1004,0
13529401,Aéreo,Brasil,Pará,Belém,Brasil,Rondônia,Porto Velho,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,641,0
13529410,Aéreo,Brasil,Mato Grosso do Sul,Campo Grande,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,825,0
13529412,Aéreo,Brasil,Pará,Belém,Brasil,Pará,Marabá,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,589,0
13529413,Aéreo,Brasil,São Paulo,São Paulo,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,686,0
13529421,Aéreo,Brasil,Rio de Janeiro,Rio de Janeiro,Brasil,Rondônia,Porto Velho,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,953,0
13529427,Aéreo,Brasil,Bahia,Salvador,Brasil,Pernambuco,Petrolina,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,174,0
13529428,Aéreo,Brasil,Acre,Cruzeiro do Sul,Brasil,Acre,Rio Branco,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,681,0
13529430,Aéreo,Brasil,Rio de Janeiro,Rio de Janeiro,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,550,0
13529432,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Goiás,Goiânia,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,521,0
13529436,Aéreo,Brasil,Pará,Belém,Brasil,Pará,Altamira,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,691,0
13529438,Aéreo,Brasil,Rio de Janeiro,Rio de Janeiro,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,628,0
13529443,Aéreo,Brasil,Pernambuco,Recife,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,962,0
13529452,Aéreo,Brasil,Acre,Cruzeiro do Sul,Brasil,Acre,Rio Branco,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,681,0
13529454,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Bahia,Salvador,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,289,0
13529457,Aéreo,Brasil,São Paulo,São Paulo,Brasil,Pernambuco,Recife,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,704,0
13529463,Aéreo,Brasil,São Paulo,São Paulo,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,550,0
13529467,Aéreo,Brasil,Acre,Cruzeiro do Sul,Brasil,Acre,Rio Branco,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,681,0
13529468,Aéreo,Brasil,Minas Gerais,Uberlândia,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,227,0
13529470,Aéreo,Brasil,Minas Gerais,Uberlândia,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,227,0
13529488,Aéreo,Brasil,Rio de Janeiro,Rio de Janeiro,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,550,0
13529489,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Ceará,Fortaleza,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1103,0
13529492,Aéreo,Portugal,,Lisboa,Quênia,,Nairóbi,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,4933,0
13529501,Aéreo,Brasil,Goiás,Goiânia,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,527,0
13529508,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,426,0
13529510,Aéreo,Brasil,Amazonas,Eirunepé,Brasil,Amazonas,Manaus,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1201,92
13529511,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,426,0
13529513,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Acre,Rio Branco,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1638,0
13529513,Aéreo,Brasil,Acre,Rio Branco,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1084,0
13529514,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,686,0
13529516,Aéreo,Brasil,Rio de Janeiro,Rio de Janeiro,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,556,0
13529517,Aéreo,Brasil,Rio de Janeiro,Rio de Janeiro,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,405,0
13529519,Aéreo,Brasil,Rio Grande do Sul,Porto Alegre,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1158,0
13529520,Aéreo,Brasil,Pernambuco,Recife,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,802,0
13529522,Aéreo,Brasil,Paraíba,João Pessoa,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,635,0
13529525,Aéreo,Brasil,Minas Gerais,Uberlândia,Brasil,Paraná,Cascavel,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1063,0
13529526,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Minas Gerais,Belo Horizonte,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,523,0
13529549,Aéreo,Brasil,Acre,Rio Branco,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1084,0
13529549,Aéreo,Brasil,Acre,Rio Branco,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1632,0
13529584,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,308,0
13529585,Aéreo,Costa do Marfim,,Abidjã,França,,Paris,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,7821,0
13529585,Aéreo,França,,Paris,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,7821,0
13529589,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,416,0
13529590,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Minas Gerais,Belo Horizonte,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,328,0
13529600,Aéreo,Brasil,São Paulo,São Paulo,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1041,0
13529602,Aéreo,Brasil,Minas Gerais,Uberlândia,Brasil,Goiás,Goiânia,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,430,0
13529604,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1235,0
13529606,Aéreo,Brasil,São Paulo,São Paulo,Brasil,Paraná,Curitiba,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,531,0
13529610,Aéreo,Brasil,Minas Gerais,Belo Horizonte,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,444,0
13529620,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Mato Grosso do Sul,Campo Grande,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,430,0
13529622,Aéreo,Brasil,Amazonas,Manaus,Brasil,Pará,Belém,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,249,0
13529622,Aéreo,Brasil,Amazonas,São Gabriel da Cachoeira,Brasil,Amazonas,Manaus,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,616,0
13529624,Aéreo,Brasil,São Paulo,São Paulo,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1081,0
13529625,Aéreo,Brasil,Rio de Janeiro,Rio de Janeiro,Brasil,Rio Grande do Sul,Porto Alegre,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,302,0
13529631,Aéreo,Brasil,Amazonas,Manaus,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1376,0
13529634,Aéreo,Brasil,Mato Grosso do Sul,Campo Grande,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,622,0
13529639,Aéreo,Bélgica,,Bruxelas,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,0,0
13529640,Aéreo,Brasil,Rio Grande do Sul,Passo Fundo,Brasil,Paraná,Londrina,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,766,0
13529647,Aéreo,Brasil,Amazonas,Manaus,Brasil,Amazonas,São Gabriel da Cachoeira,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,767,0
13529648,Aéreo,Brasil,Pará,Belém,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1944,0
13529651,Aéreo,Brasil,Piauí,Teresina,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,384,0
13529655,Aéreo,Brasil,Mato Grosso,Cuiabá,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,620,0
13529658,Aéreo,Brasil,Rio Grande do Sul,Passo Fundo,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,478,0
13529660,Aéreo,Brasil,Minas Gerais,Confins,Brasil,Rio Grande do Sul,Porto Alegre,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,897,0
13529660,Aéreo,Brasil,Rio Grande do Sul,Porto Alegre,Brasil,Minas Gerais,Belo Horizonte,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,536,0
13529665,Aéreo,Brasil,Minas Gerais,Uberlândia,Estados Unidos da América,,Orlando,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,2990,10
13529667,Aéreo,Brasil,Goiás,Goiânia,Brasil,Mato Grosso,Sinop,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,697,0
13529670,Aéreo,Brasil,Mato Grosso,Cuiabá,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,620,0
13529678,Aéreo,Brasil,São Paulo,Campinas,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,304,0
13529679,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Minas Gerais,Belo Horizonte,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,523,0
13529684,Aéreo,Brasil,São Paulo,São Paulo,Brasil,Bahia,Salvador,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,357,0
13529693,Aéreo,Brasil,Amapá,Macapá,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,693,0
13529694,Aéreo,Brasil,Piauí,Teresina,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,386,0
